source,target
Geyser Realm,泉之境
Musk Reef,马斯克礁
Liyue,璃月
Liyue Harbor,璃月港
Feiyun Slope,绯云坡
Jade Chamber,群玉阁
Blackcliff Forge,黑岩厂
Golden House,黄金屋
Lisha,璃沙郊
Mt. Tianheng,天衡山
Qingxu Pool,青墟浦
Lingju Pass,灵矩关
Dunyu Ruins,遁玉陵
Qiongji Estuary,琼玑野
Guili Plains,归离原
Mingyun Village,明蕴镇
Yaoguang Shoal,瑶光滩
Sal Terrae,地中之盐
Tianqiu Valley,天遒谷
Jueyun Karst,绝云间
Nantianmen,南天门
Mt. Hulao,琥牢山
Qingyun Peak,庆云顶
Huaguang Stone Forest,华光林
Bishui Plain,碧水原
Wangshu Inn,望舒客栈
Stone Gate,石门
Wuwang Hill,无妄坡
Qingce Village,轻策庄
Sea of Clouds,云来海
Guyun Stone Forest,孤云阁
Qiaoying Village,翘英庄
Chenyu Vale,沉玉谷
The Chasm,层岩巨渊
Fuao Vale,伏鳌谷
The Surface,地面矿区
The Chasm's Maw,巨渊之口
Cinnabar Cliff,丹砂崖
Glaze Peak,琉璃峰
Tiangong Gorge,天工峡
Lumberpick Valley,采樵谷
The Chasm: Underground Mines,层岩巨渊·地下矿区
Ad-Hoc Main Tunnel,临时主矿道
The Serpent's Cave,巨蛇岩洞
The Chasm: Main Mining Area,巨渊主矿区
Underground Waterway,地下水泽
Stony Halls,崎岖石厅
Nameless Ruins,无名遗迹
The Glowing Narrows,荧光狭道
Yilong Wharf,遗珑埠
Mt. Mingyuan,暝垣山
Mt. Lingmeng,灵濛山
Jademouth,宝玦口
Chenlong Cleft,沉珑渊
Lingshu Courtyard,灵枢庭
Teatree Slope,古茶树坡
Yaodie Valley,药蝶谷
Chizhang Wall,赤璋城垣
Chiwang Terrace,赤望台
Carp's Rest,锦落庭
Mt. Xuanlian,悬练山
Inazuma,稻妻
Inazuman,稻妻人 / 稻妻的
Narukami Island,鸣神岛
Inazuma City,稻妻城
Byakko Plain,白狐之野
Amakane Island,甘金岛
Chinju Forest,镇守之森
Mt. Yougou,影向山
Kamisato Estate,神里屋敷
Ritou,离岛
Araumi,荒海
Jinren Island,刃连岛
Kannazuka,神无冢
Mikage Furnace,御影炉心
Kujou Encampment,九条阵屋
Musoujin Gorge,无想刃狭间
Higi Village,绯木村
Serpent's Head,蛇神之首
Jakotsu Mine,蛇骨矿洞
Sangonomiya Shrine,珊瑚宫
Bourou Village,望泷村
Mouun Shrine,矇云神社
Suigetsu Pool,水月池
Enkanomiya,渊下宫
The Serpent's Bowels,蛇肠之道
The Narrows,狭间之街
Dainichi Mikoshi,大日御舆
Evernight Temple,常夜灵庙
The Serpent's Heart,蛇心之地
Vishap Research Lab,龙蜥研究所
Seirai Island,清籁岛
Koseki Village,越石村
Seiraimaru,「清籁丸」
Asase Shrine,浅濑神社
Tsurumi Island,鹤观
Shirikoro Peak,知比山
Oina Beach,笈名海滨
Chirai Shrine,千来神祠
Autake Plains,逢岳之野
Moshiri Ceremonial Site,茂知祭场
Wakukau Shoal,惑饲滩
Sumeru,须弥
Sumeru City,须弥城
Treasures Street,宝商街
Grand Bazaar,大巴扎
Sanctuary of Surasthana,净善宫
Razan Garden,寂静园
Avidya Forest,道成林
Gandharva Ville,化城郭
Gandha Hill,香醉坡
Chinvat Ravine,离渡谷
Yazadaha Pool,天臂池
Ardravi Valley,阿陀河谷
Port Ormos,奥摩斯港
Vimara Village,维摩庄
Devantaka Mountain,降诸魔山
Dev's Cavern,迪弗旧窟
Lokapala Jungle,护世森
Mawtiyima Forest,无郁稠林
The Palace of Alcazarzaray,卡萨扎莱宫
Ashavan Realm,善见地
Pardis Dhyai,禅那园
Apam Woods,水天丛林
Ruins of Dahri,荼诃之座
Caravan Ribat,喀万驿
Grove of Dreams,梦景林莽
The Rain's End,雨的尽头
Vissudha Field,二净甸
Fane of Ashvattha,觉王之殿
Lost Nursery,失落的苗圃
Sand-Embraced Home,沙中故里
Land of Grounded Dreams,失梦的国土
Land of Lower Setekh,下风蚀地
Aaru Village,阿如村
Eye of the Sands,沙之眼
Khaj-Nisut,圣显厅
Abdju Road,舍身步道
Abdju Pit,舍身陷坑
Dar al-Shifa,活力之家
Lamb-Devourer Rock,吞羊岩
Land of Upper Setekh,上风蚀地
Valley of Dahri,荼诃落谷
Sobek Oasis,丰饶绿洲
Hypostyle Desert,列柱沙原
Khemenu Temple,秘仪圣殿
The Dune of Carouses,饱饮之丘
The Dune of Elusion,避让之丘
The Mausoleum of King Deshret,赤王陵
Opet Hall,祝祭厅
Great Hall of Truths,衡准大厅
Duat Hall,渡厄厅
Sekhem Hall,权杖厅
Aaru's Shut,阿如的倒影
Great Red Sand,大赤沙海
Desert of Hadramaveth,千壑沙地
Tanit Camps,塔尼特露营地
Wadi Al-Majuj,巨人峡谷
The Temples Forsaken,神弃殿阁
Safhe Shatranj,「神的棋盘」
Passage of Ghouls,亡者狭廊
Qusayr Al-Inkhida',愚妄行宫
Mt. Damavand,达马山
Wounded Shin Valley,折胫谷
The Sands of Three Canals,「三运河之地」
Debris of Panjvahe,「五绿洲」的孑遗
Wenut Tunnels,沙虫隧道
Gurabad's Ruin - Temple of Deshret,居尔城墟·赤王神殿
Liloupar's Cell,镇灵监牢
Bayt Al-Hayah,生命之殿
Bayt Al-Muazzam,君王之殿
Deshret's Glass Goblet,「赤王的水晶杯」
The Orchard of Pairidaeza / Eternal Oasis,永恒绿洲
Gavireh Lajavard,荒石苍漠
Temir Mountains,铁穆山
Tunigi Hollow,荼泥黑渊
Gate of Zulqarnain,阻勒隘
Samudra Coast,聚香海岸
Hangeh Afrasiyab,逾渊地墟
Vourukasha Oasis,甘露花海
Asipattravana Swamp,锋刃林泽
Tulaytullah,图莱杜拉
Madinat al-Nuhas,精石铜城
Chemin Oublie,遗忘之路
flowery sea,花海
Sunyata Lake,净觉湖
Bayda Harbor,拜达港
Dahri,荼诃
Dahrian,荼诃人 / 荼诃的
Fontaine,枫丹
Fontainian,枫丹人 / 枫丹的
Court of Fontaine Region,枫丹廷区
Court of Fontaine,枫丹廷
Palais Mermonia,沫芒宫
Court Region Waterway Hub,廷区水道枢纽
Vasari Passage,瓦萨里回廊
Quartier Lyonnais,利奥奈区
Quartier Narbonnais,纳博内区
Fleuve Cendre,灰河
Erinnyes,伊黎耶岛
Marcotte Station,茉洁站
Fountain of Lucine,露景泉
Opera Epiclese,欧庇克莱歌剧院
Opera House,歌剧院
Belleau Region,白露区
Romaritime Harbor,海露港
Poisson,白淞镇
West Slopes of Mont Automnequi,秋分山西侧
Mont Automnequi,秋分山
Poisson Tunnel,白淞隧道
Beryl Region,苍晶区
Elynas,厄里那斯
Merusea Village,海沫村
"""A Very Warm Place""",「特别温暖的地方」
"""A Lonely Place""",「寂寞的地方」
"""A Very Bright Place""",「很明亮的地方」
Nice to Meet You,很高兴见到你
Source of All Waters: The Great Fontaine Lake,万水之源·大枫丹湖
Elton Trench,埃尔顿海沟
Salacia Plain,塞洛海原
Chemin de L'Espoir,希望之路
Thalatta Submarine Canyon,塔拉塔海谷
Institute of Natural Philosophy,自然哲学学院
Annapausis,安眠处
Liffey Region,黎翡区
Fortress of Meropide,梅洛彼得堡
Fontaine Research Institute of Kinetic Energy Engineering Region,枫丹动能工程科学研究院区
Petrichor,佩特莉可
Morte Region,莫尔泰区
Erinnyes Forest,伊黎耶林区
Mont Esus East,芒索斯山东麓
Central Laboratory Ruins,中央实验室遗址
New Fontaine Research Institute,新枫丹科学院
Loch Urania,优兰尼娅湖
Weeping Willow of the Lake,湖中垂柳
Foggy Forest Path,幽林雾道
Lumidouce Harbor,柔灯港
Fort Charybdis Ruins,卡布狄斯堡遗迹
East Slopes of Mont Automnequi,秋分山东侧
Tower of Ipsissimus,自体自身之塔
Nostoi Region,诺思托伊区
Faded Castle,褪色古堡
Sea of Bygone Eras,旧日之海
Initinum Iani,雅努斯之门
Hortus Euergetis,优恩花园
Alta Semita,崇高大道
Clivus Capitolinus,卡皮托林山
Collegium Phonascorum,谐律院
The Wingalet,维恩歌莱号
Natlan,纳塔
Night Kingdom,夜神之国
Tequemecam Valley,坚岩隘谷
"""Children of Echoes""",「回声之子」
Sulfurous Veins,硫晶支脉
Rift in the Mountains,山脉的横裂
Waterlogged Ruins,漫水的古迹
Land of Myriad Megaliths,众岩之里
Tepeacac Rise,隆崛坡
Basin of Unnumbered Flames,万火之瓯
Huitztli Hill,柴薪之丘
Stadium of the Sacred Flame,圣火竞技场
Stadium of the Sacred Flame: Chuwen Fair,圣火竞技场·楚汶市集
Stadium of the Sacred Flame: Temple of Pax,圣火竞技场·帕克斯神庙
Tablet of Tona,煅石之轮
Speaker's Chamber,话事处
Coatepec Mountain,踞石山
"""Scions of the Canopy""",「悬木人」
Teticpac Peak,彩石顶
Ancestral Temple,祖遗庙宇
Abandoned Temple's Sanctuary of Offerings,遗留庙宇的祭奠所
Phlogiston Extraction Research Center,燃素开采研究所
Toyac Springs,涌流地
"""People of the Springs""",「流泉之众」
Ameyalco Waters,溶水域
The Upper Sanctum,浮土静界
Firethief's Secret Isle,窃火者密岛
"""Flower-Feather Clan""",「花羽会」
"""Masters of the Night-Wind""",「烟谜主」
"""Collective of Plenty""",「沃陆之邦」
Quahuacan Cliff,翘枝崖
Malinalco Grotto,荧草窟
Xalac Vale,漫曛谷
Scorchwind Trial Grounds,焚风试炼处
Sacrificial Altar of Enigmatic Land,谜土祭祀场
Ochkanatlan,奥奇卡纳塔
Furnace of Fiery Embers,烬火炽燃所
Ashflow Street,流灰之街
Vision Serpent's Sanctum,幻蛇之宫
Vucub Caquix Tower,火鹦之塔
Old Core of Chu'ulel,旧日的统律之心
Core of Chu'ulel,统律之心
Cradle of Fleeting Dreams,空梦的起始
Nursery of Nightmares,噩梦的温床
Isle of Tozoz,托佐兹之岛
Legendary Tonatiuh,传说中的天蛇船
Tecoloapan Bay,浮羽之湾
Atocpan,安饶之野
Resonating Arena,逐响擂台
Fallingstart Fields,石火坠陨处
Skyfire Circlet,天火之冠
Remnants of Tetenanco,孑遗的留迹
Ancient Mountain Path,觐山古道
Ancient Sacred Mountain,远古圣山
Summoning Hall,候召的厅堂
Sea of Shifting Sentience,分流识海
Flame-Melding Ritual Grounds,聚火祭验所
Ruined Armament Workshop,支离武备所
Heart of Force Inversion,方向逆心
Pseudostar Pedestal,拟星的台座
Esoteric Arrays,衍木阵列
Chamber of Deliberation,审议之庭
Snezhnaya,至冬
Zapolyarny Palace,至冬宫
Khaenri'ah,坎瑞亚
Khaenri'ahn,坎瑞亚人 / 坎瑞亚的
Statue of The Seven,七天神像
worship,供奉
resonate,共鸣
Statue's Blessing,神像的恩泽
Teleport Waypoint,传送锚点
Crafting Bench,合成台
Shrine of Depth,地灵龛
Common Chest,普通的宝箱
Exquisite Chest,精致的宝箱
Precious Chest,珍贵的宝箱
Luxurious Chest,华丽的宝箱
Ley Line Blossom,地脉之花
Ley Line Outcrop: Blossom of Revelation,地脉衍出·启示之花
Ley Line Outcrop: Blossom of Wealth,地脉衍出·藏金之花
Trounce Blossom,征讨之花
Bloatty Floatty,蓬蓬果
Elemental Monument,元素方碑
Anemogranum / Anemograna,风种子
Geogranum / Geograna,岩种子
Electrogranum / Electrograna,雷种子
Dendrogranum / Dendrograna,草种子
Auspicious Branches,祥草杨枝
Hydrogranum / Hydrograna,水种子
Hydro Core,水之核
Thunder Sphere,雷极
Defiled Statue,污秽逆位神像
Frostbearing Tree,忍冬之树
Scarlet Quartz,深赤之石
Heat Source,热源
Ruin Blazier,遗迹之烛
Guizhong Ballista,归终机
Bedrock Keys,磐键
Lumenlamps,明石灯
Fantastic Compass,太威仪盘
Carefree Simulacrum,仙像
Rattan Figure,藤人
Sacred Sakura,神樱
Statue of the Omnipresent God,千手百眼神像
Discharge Stone,放电石
Relay Stone,继电石
Cumulation Stone,集电石
Lightning Strike Probe,雷霆探针
Sacred Stone Mound,御引磐座
Thunderbearer Mirror,雷承之鉴
Thunder Sakura Bough,雷樱之枝
Thunder Barrier,若雷结界
Thunderstone,若雷石
Thunderwood,雳木
Stormstones,雷石
Specific paths,特定的道路
Dragonbone Flower,龙骨花
Remarkable Chest,奇馈宝箱
Waverider,浪船
Waverider Waypoint,浪船锚点
Vasara Tree,莎兰树
Varuna Contraption,法留纳神机
Varunastra,法留纳法宝
Divine Tree,圣树
Tri-Lakshana Creature,三相众物
Bouncy Mushroom,弹弹菇
Tri-Yana Seed,三乘种子
Four-Leaf Sigil,四叶印
Clusterleaf of Cultivation,众叶觉蕊
Primeval Rosin,原始松脂
Phantasmal Gate,幻梦之门
Phantasmal Seeds,幻梦之种
Ashvattha's Concourse,觉树之堂
Ashvattha Tree,觉王之树
Claustroflora,幽闭花
Jamikayomars,阎迦由玛
Mawtiyima,无郁夷摩
Irminsul,世界树
Wall of Samiel,防沙壁
tumbleweed,风滚草
Suda's Flow,须陀流心
Ruin Golem,遗迹巨像
Energy Extraction Device,能量提取装置
Plinth of the Secret Rites,秘仪台座
clearance,权能
Primal Ember,元能火种
Primal Torch,元能火炬
Primal Beam,元能光束
Primal Sandglass,元能沙钟
Forged Primal Light,元能光锥
Replicator Keystone,拟构基石
Primal Obelisk,元能尖碑
Sacred Seal,圣章石
Verity Cell,本相元件
Obscuring Cell,隐视元件
Prism of Khaj-Nisut,圣显棱柱
Rune Mechanism,符文机关
Cascade Pool,蓄水阶池
Cascade Spout,蓄水喷口
Pipe Diverter Valve,管道转向阀
Dual-Phase Neverlight Cell,二相噬光元件
Dual-Phase Everlight Cell,二相恒光元件
Jinn Branch,镇灵之枝
Manifestation Mechanism,具现机关
Gray Crystal,灰余晶
Harvisptokhm,万种母树
Gaokerena,伽乌迦那
Nirodha Fruit,苦离果
Fravashi Tree,灵谷木
Burgeoning Spirit,蔓生灵心
Sunyata Flower,净觉花
Amrita Seal,甘露封印
Udumbara,忧昙花
Lightcall Path,浮光之路
Floating Orb,浮光球
Bright Flame Altar,光明火坛
Khvarena Barrier,灵光壁障
Ruin Cannon,遗迹重炮
Flower of Sanctity,圣洁之花
Spenta Heart,慈心
Percussive Prancing Mushroom,奇鼓跳跳菇
Khvarena Monument,灵光碑
BA Fragment,跋灵
Oratrice Mecanique d'Analyse Cardinale,谕示裁定枢机
Oratrice,谕示机
aquabus,巡轨船
Recovery Orb,复苏水团
Echoing Conch,回响海螺 / 回声海螺
Sonar Resonance Point,音波共鸣点
Fantastical Floating Ball,神奇的沉浮球
ringed device,圆环装置
Fontemer Seagrass,原海海草
Pneumousia Block,芒荒能量块
Pneuma Block,芒性能量块
Ousia Block,荒性能量块
Pneumousia Relay,芒荒中继桩
Pneumousia Storage Box,芒荒储物箱
Enhanced Pneumousia Amplifier,芒荒强效增幅器
Water Volume Detection Crystal,水量侦测晶体
Antoine Roger Aircraft,安东·罗杰飞行器
Pers,佩伊
Gardemek,警卫机关
Sir Arthur,亚瑟先生
Bubble Formation,水泡阵地
Beastly Rift,兽境的裂隙
Pufferfruit,胖胖果
Allogravity-Condensed Water Bodies,异重力凝水体
Contaminated Bacterial Mats,污染菌毯
A Machine With Xenochromatic Ball Octopus Abilities,异色球球章鱼能力发生器
Harmonious Reed Pipe,谐律簧管
Dew Bubbles,清露泡沫
Humongous Hat Jellyfish,巨型帽子水母
Floating Crystal Flowers,水晶浮游花
Floating Crystal Platforms,水晶浮游平台
Potential Energy Orbs,势能球
Autocannons,自动舰炮
Operable Mechanism: Regulating Valve,活动机关·调节阀
Operable Mechanism: Feather Valve,活动机关·弹性阀
Operable Mechanism: Track Assemblage,活动机关·轨道组合
Operable Mechanism: Eliphas Beam,活动机关·艾利法斯光束
Operable Mechanism: Lifting Column,活动机关·升降柱
A Huge Shell,巨大的贝壳
Sharky Surfboard,鲨鲨冲浪板
Turbo Twirly,冲天转转
Obsidian Totem Pole,曜石图腾柱
Spiritspeaker Stone,灵觉髄石
Spiritway,游隙灵道
Flamestrider,驰轮车
Itzpapa,伊兹帕帕
Secret Source Dragon Idol,秘源龙像
Secret Source Dragon... Cannon?,秘源龙像.…首?
Adventurers' Guild,冒险家协会
Knights of Favonius,西风骑士团
Church of Favonius,西风教会
Gunnhildr Clan,古恩希尔德家族
Ragnvindr Clan,莱艮芬德家族
Lawrence Clan,劳伦斯家族
Benny's Adventure Team,班尼冒险团
Hexenzirkel,魔女会
Liyue Qixing / Qixing of Liyue,璃月七星
Millelith,千岩军
Millelith Brigade,千岩团
Ministry of Civil Affairs,总务司
Huishan Hall,辉山厅
Shenglu Hall,盛露厅
Guhua Clan,古华派
Feiyun Commerce Guild,飞云商会
The Crux Fleet,南十字船队
Alcor,死兆星号
Yun-Han Opera Troupe,云翰社
Grand Narukami Shrine,鸣神大社
Tri-Commission,三奉行
Kanjou Commission,勘定奉行
Tenryou Commission,天领奉行
Yashiro Commission,社奉行
Shuumatsuban,终末番
Kamisato Clan,神里家
Shogunate,幕府
resistance,反抗军
Arataki Gang,荒泷派
Gourmet Supremos,全能美食队
Sumeru Akademiya,须弥教令院
The Akademiya,教令院
Forest Rangers / Rebel,巡林小队
Temple of Silence,缄默之殿
Alliance of the Twenty-Nine Ocean Deys,二十九海洋代伊联盟
Corps of Thirty,三十人团
Ayn Al-Ahmar,阿赫玛尔之眼
Gilded Journey,金砂之旅
Blazing Beasts,炽光猎兽
Deshret's Relics,神王之遗
Dakan Al-Ahmar,阿赫玛尔之须
Tanit tribe,塔尼特部族
Order of Skeptics,矫论团
Skeptic,「矫论团」成员
Nagarjunites,那伽朱那团
Tighnarians,提纳勒人
Valka Shuna,巴螺迦修那
Fontaine Research Institute,枫丹科学院
Fontaine Research Institute of Kinetic Energy Engineering,枫丹动能工程科学研究院
The Steambird,蒸汽鸟报
The Steambird publishing house,蒸汽鸟报社
Spina di Rosula,刺玫会
Daydream Club,空想俱乐部
Maison Gardiennage,执律庭
Maison Ordalie,检律庭
Maison Gestion,复律庭
Special Security and Surveillance Patrol,特巡队
Gardes,警备队
Marechaussee Phantom,逐影庭
Hotel Bouffes d'ete,布法蒂公馆
Confrerie of Cabriere,卡布里埃商会
The Narzissenkreuz Ordo,水仙十字结社
Narzissenkreuz Institute,水仙十字院
Liliacruces Forum,十字铃兰学会
House of the Hearth,壁炉之家
Saurian Relics Association,龙遗物研究协会
"""Blood of Egungun""",「沃贡贡之血」
Crimson Moon,赤月
Eclipse,黑日
Archon Quest,魔神任务
The Outlander Who Caught the Wind,捕风的异乡人
For a Tomorrow Without Tears,为了没有眼泪的明天
Song of the Dragon and Freedom,巨龙与自由之歌
Of the Land Amidst Monoliths,浮世浮生千岩间
"Farewell, Archaic Lord",辞行久远之躯
A New Star Approaches,迫近的客星
We Will Be Reunited,我们终将重逢
Involuntary Sacrifice,非自愿的祭献
A Herald Without Adherents,无信者的使徒
Dishonorable Trial,不荣誉的试炼
A Soul Set Apart,有隔阂的魂灵
"Autumn Winds, Scarlet Leaves",振袖秋风问红叶
The Immovable God and the Eternal Euthymia,不动鸣神，恒常乐土
"Stillness, the Sublimation of Shadow",无念无想，泡影断灭
Omnipresence Over Mortals,千手百眼，天下人间
The Crane Returns on the Wind,风起鹤归
Requiem of the Echoing Depths,回响渊底的安魂曲
Perilous Trail,危途疑踪
Through Mists of Smoke and Forests Dark,穿越烟帷与暗林
The Morn a Thousand Roses Brings,千朵玫瑰带来的黎明
"Dreams, Emptiness, Deception",迷梦与空幻与欺骗
King Deshret and the Three Magi,赤土之王与三朝圣者
"Akasha Pulses, the Kalpa Flame Rises",虚空鼓动，劫火高扬
Inversion of Genesis,倾落伽蓝
Caribert,卡利贝尔
Prelude of Blancheur and Noirceur,白露与黑潮的序诗
As Light Rain Falls Without Reason,仿若无因飘落的轻雨
To the Stars Shining in the Depths,向深水中的晨星
Cataclysm's Quickening,谕示胎动的终焉之刻
Masquerade of the Guilty,罪人舞步旋
Bedtime Story,睡前故事
Flowers Resplendent on the Sun-Scorched Sojourn,荣花与炎日之途
Black Stone Under a White Stone,黑石湮落白石下
Beyond the Smoke and Mirrors,镜与谜烟的彼方
The Rainbow Destined to Burn,命定将焚的虹光
All Fires Fuel the Flame,万火归一
Interlude,间章
World Quest,世界任务
Flighty Flora... and Flora,轻飘飘的花与芙萝拉
Mondstadt and Its Archon,风神与蒙德
"Windrise, Windfall",风起风息
Question and Answer,骑士团手册问答
Equivalent Exchange,等量交换
Lingering Malady,风暴后遗症
Leaves on the Wind,落叶归风
Thief-Catcher,捕盗
After the Storm,风后宝矿
Cleanup At Dawn,酒庄大扫除
In the Aftermath,善后工作
Break the Sword Cemetery Seal,探索剑冢封印
Time and Wind,时与风
Exploding Population,鱼群大爆发
In the Mountains,山中之物
The Festering Fang,腐殖之牙
The Great Mountain Survey,雪山大勘测
The Great Mountain Survey Ⅱ,雪山再勘测
"Ah, Fresh Meat!",啊，新鲜的肉！
A Land Entombed,覆雪之国
Lost in the Snow,雪山迷踪
Come Try Genius Invokation TCG!,来试试「七圣召唤」吧！
...What Do Adventurers Do Again?,冒险家该干嘛
Will of Stone,重岩之意
A Quiet Day in Liyue Harbor,璃月港平静的一天
Blackcliff Woes,黑岩之困
A Lone Ship In Guyun,孤舰履孤云
Pressing Deadlines,工作迫近
An Adeptal Summons,承仙所托
The Adventurers' Guild's Affairs,冒险家协会的诸多事宜
Necessary Procedures,必要手续
Words Worth Their Weight in Mora,书抵万金
Changchang's Little Friend,畅畅和她的小伙伴
The Secret of Nantianmen,南天门之谜
An Ode to Yonder City,此诗送此城
Endless Research,永无止境的研究
Overstretched,独木难支
"Treasure Lost, Treasure Found",宝藏归离
The Tree who Stands Alone,孤木孑立，无林可依
Old Tastes Die Hard,旧味难寻
Book in the Woods,林中小书
Share Not Your Treasures,怀宝应自珍
A Provisional Arrangement,暂行之策
Big Business,大生意
The Yaksha's Wish,夜叉之愿
Nine Pillars of Peace,靖世九柱
And This Treasure Goes To...,灵矩有宝予何人
Trails in Tianqiu,循仙踪兮天遒
Tianqiu Treasure Trail,天遒宝迹
A Little Game,游戏一场
Fishing For Jade,海上拾玉
Return of the Jade Chamber?,群玉阁…再现？
